game,release_date,copies_sold,price,revenue,avg_playtime,review_score,publisher_class,publisher,developers,steam_id,total_revenue,revenue_percentage,days_in_market,average_price_per_hour
SMITE 2,2024-08-27,110462,29.99,2981479.0,8.9,56,AA,Hi-Rez Studios,Titan Forge Games,2437170,2981479.0,100.0,13,3.37
Legendary Tales,2024-02-08,88603,54.99,2934588.0,7.8,79,Indie,Urban Wolf Games Inc.,Urban Wolf Games Inc.,1465070,2934588.0,100.0,214,7.05
Visions of Mana,2024-08-29,52728,59.99,2846837.0,12.1,86,AA,Square Enix,Square Enix,2490990,12662055.0,22.48,11,4.96
Summer Clover,2024-06-26,181429,17.99,2827661.0,8.3,99,Indie,"Mango Party,Mango Party News",Connection,2458860,4214598.0,67.09,75,2.17
Rabbit and Steel,2024-05-09,213267,14.99,2771018.0,14.0,97,Indie,mino_dev,mino_dev,2132850,2771018.0,100.0,123,1.07
Drug Dealer Simulator 2,2024-06-20,131611,24.99,2766205.0,25.4,73,Indie,Movie Games S.A.,Byterunners,1708850,3486202.0,79.35,81,0.98
Expeditions: A MudRunner Game,2024-03-05,75673,39.99,2739562.0,17.6,55,AA,Focus Entertainment,Saber Interactive,2477340,6127371.0,44.71,188,2.27
Millennia,2024-03-26,77085,39.99,2689142.0,49.3,68,AAA,Paradox Interactive,C Prompt Games,1268590,5154715.0,52.17,167,0.81
The Lost Village,2024-04-07,312901,11.99,2686565.0,5.5,0,Indie,FunYoo Games,FunYoo Games,1963040,2686565.0,100.0,155,2.18
Stolen Realm,2024-03-08,181670,19.99,2678385.0,21.7,88,Indie,Burst2Flame Entertainment,Burst2Flame Entertainment,1330000,2678385.0,100.0,185,0.92
Lost Castle 2,2024-07-24,211121,14.99,2657104.0,12.8,0,Indie,Hunter Studio,Hunter Studio,2445690,2657104.0,100.0,47,1.17
Mad Island,2024-05-23,155931,19.99,2639042.0,20.1,94,Indie,EmadePlus,EmadePlus,2739590,2639042.0,100.0,109,0.99
吞食天地2：誕生Reborn,2024-02-16,28202,0.0,2562503.7123580766,239.4,42,Indie,Chinesegamer,Chinesegamer,2396910,2595134.7123580766,98.74,206,0.0
Still Wakes the Deep,2024-06-18,90219,34.99,2562417.0,3.2,90,Indie,Secret Mode,The Chinese Room,1622910,2562417.0,100.0,83,10.93
下一站江湖Ⅱ,2024-04-17,136951,24.99,2547970.0,18.8,72,Indie,白玉京工作室,白玉京工作室,1606180,2547970.0,100.0,145,1.33
Murders on the Yangtze River,2024-01-30,262661,14.99,2512969.0,8.6,98,Indie,"OMEGAMES STUDIO,NPC Entertainment",OMEGAMES STUDIO,1746030,2512969.0,100.0,223,1.74
FOUNDRY,2024-05-02,97098,29.99,2465573.0,32.4,84,AAA,Paradox Interactive,Channel 3 Entertainment,983870,5154715.0,47.83,130,0.93
ASTRA: Knights of Veda,2024-04-01,168093,0.0,2460116.0,50.1,42,Indie,HYBE IM,FLINT,2484250,2460116.0,100.0,161,0.0
Pax Dei,2024-06-18,68881,39.99,2451023.0,69.2,74,Indie,"Mainframe Industries,New Tales",Mainframe Industries,1995520,2451023.0,100.0,83,0.58
CarX Street,2024-08-29,136133,19.99,2449168.0,7.9,60,Indie,"CarX Technologies, LLC","CarX Technologies, LLC",1114150,2449168.0,100.0,11,2.53
Cultivation Tales,2024-04-17,201079,19.99,2443731.0,60.0,37,Indie,Ac Games,Ac Games,1504570,2443731.0,100.0,145,0.33
New Cycle,2024-01-18,106400,29.99,2442964.0,10.6,80,AA,Daedalic Entertainment,Core Engage,2198510,4050926.0,60.31,235,2.83
The Genesis Order,2024-04-02,173321,14.99,2346551.0,18.6,0,Indie,NLT Media,NLT Media,2553870,2346551.0,100.0,160,0.81
Killer Klowns from Outer Space: The Game,2024-06-04,64300,39.99,2314221.0,21.2,78,Indie,IllFonic Publishing,"IllFonic,Teravision Games",1556100,2314221.0,100.0,97,1.89
TopSpin 2K25,2024-04-25,45454,59.99,2299213.0,17.3,49,Indie,2K Games,Hangar 13,1785650,2299213.0,100.0,137,3.47
SOUTH PARK: SNOW DAY!,2024-03-26,83739,29.99,2265184.0,4.8,53,AA,THQ Nordic,Question,1214650,4969709.0,45.58,167,6.25
Rail Route,2024-02-22,139096,24.99,2255205.0,20.8,92,Indie,Bitrich.info,Bitrich.info,1124180,2255205.0,100.0,200,1.2
UNDER NIGHT IN-BIRTH II Sys:Celes,2024-01-24,56781,49.99,2247373.0,32.0,82,AA,Arc System Works,"FRENCH-BREAD,Arc System Works",2076010,2247373.0,100.0,229,1.56
Jujutsu Kaisen Cursed Clash,2024-02-01,42729,59.99,2207967.0,11.6,55,AA,Bandai Namco Entertainment Inc.,Byking Inc.,1877020,12486291.0,17.68,221,5.17
Atelier Resleriana: Forgotten Alchemy and the Polar Night Liberator,2024-01-24,137669,0.0,2197863.0,37.1,53,Indie,KOEI TECMO GAMES,"KOEI TECMO GAMES,Akatsuki Games Inc.",2594920,2197863.0,100.0,229,0.0
BUNNY GARDEN,2024-04-18,102708,24.99,2172825.0,5.9,94,Indie,qureate,qureate,2654470,2322319.0,93.56,144,4.24
Depersonalization,2024-08-08,164038,19.99,2159417.0,8.6,94,AA,Gamera Games,MeowNature,1477070,4688499.219972389,46.06,32,2.32
Gladiator Guild Manager,2024-06-22,288820,14.99,2112751.0,6.3,83,Indie,"GrabTheGames,Gamera Games,UpgradePoint",Entertainment Forge,1043260,2285670.0,92.43,79,2.38
PANICORE,2024-05-31,485121,4.99,2094731.0,4.1,79,Indie,ZTEK Studio,ZTEK Studio,2695940,2094731.0,100.0,101,1.22
Terminator: Dark Fate - Defiance,2024-02-21,59124,39.99,2060085.0,27.5,79,AA,Slitherine Ltd.,Slitherine Ltd.,1839950,2916495.0,70.64,201,1.45
Sword of Convallaria,2024-07-31,236805,0.0,2044690.0,25.0,73,Indie,XD,XD,2526380,3169423.0,64.51,40,0.0
Goat Simulator 3,2024-02-15,140967,29.99,2033656.0,16.6,97,AA,Coffee Stain Publishing,Coffee Stain North,850190,13947324.0,14.58,207,1.81
Third Crisis,2024-05-19,116466,24.99,2002691.0,11.3,95,Indie,Anduo Games,Anduo Games,1260820,2002691.0,100.0,113,2.21
Taxi Life: A City Driving Simulator,2024-03-07,77813,29.99,1998591.0,8.3,56,AA,Nacon,Simteract,1351240,5496124.0,36.36,186,3.61
The Casting of Frank Stone™,2024-09-03,54672,39.99,1967699.0,4.2,63,AA,Behaviour Interactive Inc.,Supermassive Games,2223840,3311841.0,59.41,6,9.52
"Knowledge, or know Lady",2024-03-28,409646,6.99,1945765.0,6.8,96,Indie,蒸汽满满工作室,蒸汽满满工作室,2786680,1945765.0,100.0,165,1.03
Survival: Fountain of Youth,2024-05-21,98313,27.99,1913709.0,40.7,88,Indie,"Twin Sails Interactive,CE-Asia",Odinsoft Inc.,1967630,1913709.0,100.0,111,0.69
The Crew Motorfest,2024-04-18,56044,69.99,1902618.0,18.2,59,AAA,Ubisoft,Ubisoft Ivory Tower,2698940,6454138.0,29.48,144,3.85
Crime Boss: Rockay City,2024-06-18,127004,19.99,1900409.0,19.0,73,AA,505 Games,INGAME STUDIOS,2933080,6109093.0,31.11,83,1.05
Alone in the Dark,2024-03-20,45547,59.99,1898159.0,7.6,78,AA,THQ Nordic,Pieces Interactive,1310410,4969709.0,38.19,173,7.89
April 24th,2024-04-23,13978,4.99,58819.0,0.7,85,Indie,EMIKA_GAMES,NOBODY,2907190,153623.0,38.29,139,7.13
LipTrip ~My Boss Is My Heat Suppressant?!~,2024-04-14,6572,10.99,58776.0,2.2,83,Indie,"HUBLOTS,LoveStoryProject",SukeraSomero,2793290,58776.0,100.0,148,5.0
Drive Me Crazy,2024-07-12,5626,12.99,58736.0,6.7,74,Indie,Tenth Art Studio,wwqk Studio,2918550,58736.0,100.0,59,1.94
Star Trek Legends,2024-09-02,3937,19.99,58487.0,34.5,69,Indie,Tilting Point,Emerald City Games,2765460,58487.0,100.0,7,0.58
Pricolage -IDOLIZED-,2024-02-19,9030,7.99,58380.0,1.1,74,Indie,Annulus,HIJIKI,2510890,58380.0,100.0,203,7.26
Beauties! They're All After Me,2024-06-21,9004,8.99,58249.0,11.8,91,Indie,Beauties! They're All After Me,Beauties! They're All After Me,2873760,58249.0,100.0,80,0.76
PegIdle,2024-06-19,14308,4.99,58248.0,43.4,79,Indie,EagleEye Games,EagleEye Games,2821890,58248.0,100.0,82,0.11
Bulletstorm VR,2024-01-18,1677,39.99,58243.0,1.6,42,Indie,People Can Fly,Incuvo,2451320,58243.0,100.0,235,24.99
DIRECT CONTACT,2024-02-29,3373,19.99,58027.0,6.3,32,Indie,Mountain 81,Mountain 81,2084450,58027.0,100.0,193,3.17
Leap Year,2024-06-13,12917,4.99,58010.0,1.8,99,Indie,"Daniel Linssen,Sokpop Collective",Daniel Linssen,2951770,58010.0,100.0,88,2.77
Alice in the Nightmare Land,2024-06-07,5522,12.99,57974.0,3.2,87,Indie,OTAKU Plan,Tsukki's Tea Party,2583430,786417.0,7.37,94,4.06
Dungeon Keeper Gold™,2024-03-07,30374,4.99,57919.0,9.7,95,AAA,Electronic Arts,Bullfrog Productions,1996630,21635263.0,0.27,186,0.51
Yolk Heroes: A Long Tamago,2024-05-20,8825,7.99,57880.0,39.3,96,Indie,"14 Hours Productions,Astrolabe Games",14 Hours Productions,2417850,57880.0,100.0,112,0.2
女神保卫战,2024-05-24,7096,9.99,57683.0,5.1,75,Indie,我的同居女神竟是小姨子,我的同居女神竟是小姨子,2933180,57683.0,100.0,108,1.96
子归 - Blossom,2024-07-18,9933,7.99,57614.0,4.0,0,Indie,糯米团子工作室,糯米团子工作室,2579280,57614.0,100.0,53,2.0
Leaving DNA,2024-03-07,6061,11.99,57464.0,5.1,87,Indie,The Impious Monk,The Impious Monk,2415240,57464.0,100.0,186,2.35
Morimens,2024-08-01,15770,0.0,57436.540278163455,13.4,63,Indie,B.I.A.V. Studio,B.I.A.V. Studio,3052450,57436.540278163455,100.0,39,0.0
Haunted House,2024-01-10,11008,8.99,57387.0,4.0,85,Indie,Genuine Studio,Genuine Studio,2376540,57387.0,100.0,243,2.25
Crawling Lab,2024-06-16,13940,4.99,57371.0,7.9,83,Indie,eTIRUe,eTIRUe,2637070,151726.0,37.81,85,0.63
KAMITSUBAKI CITY ENSEMBLE,2024-08-28,17421,3.99,57163.0,3.6,62,Indie,"KAMITSUBAKI STUDIO,Studio Lalala","KAMITSUBAKI STUDIO,Studio Lalala",2581050,57163.0,100.0,12,1.11
Commando Collection,2024-07-26,13988,4.99,57114.0,2.2,99,Indie,Macrojoy,Macrojoy,3059010,57114.0,100.0,45,2.27
Story Of Eve 2,2024-04-25,6937,9.99,57000.0,2.4,82,Indie,"Mango Party,Mango Party News",SmallSqurriel,1959520,4214598.0,1.35,137,4.16
Incubus Quest,2024-01-12,4931,14.99,56928.0,4.0,79,Indie,Kagura Games,SweetRaspberry,2429890,8701350.0,0.65,241,3.75
Mashiroiro Symphony HD -Sana Edition-,2024-05-01,3374,29.99,56826.0,15.6,88,Indie,Shiravune,Palette,2737980,811767.0,7.0,131,1.92
"Magical Mic Duel: Senpai, Hear My Spell",2024-05-23,12868,6.99,56611.0,0.7,92,Indie,ReLU Games,ReLU Games,2696400,147057.0,38.5,109,9.99
EXIT KUN,2024-02-04,31148,2.99,56542.0,1.7,85,Indie,AIKUN,"IKUN&KUN,AIKUN",2781370,56542.0,100.0,218,1.76
Space industrial empire,2024-05-24,12991,5.99,56264.0,185.9,83,Indie,游戏养家工作室,游戏养家工作室,2423620,56264.0,100.0,108,0.03
Flock,2024-07-16,3422,19.99,56222.0,5.1,95,AA,Annapurna Interactive,"Hollow Ponds,Richard Hogg",1472930,781828.0,7.19,55,3.92
USC: Counterforce,2024-07-18,4557,19.99,56116.0,12.6,76,Indie,Firesquid,"Angry Cat Studios,Creatio 49",1574870,1371080.0,4.09,53,1.59
Rack and Slay,2024-05-27,11532,5.99,56109.0,9.0,94,Indie,2 Left Thumbs,Ludokultur,2311990,104962.0,53.46,105,0.67
Gordian Rooms 2: A curious island,2024-01-19,2891,24.99,56094.0,14.6,74,Indie,Crimsonite Games,Crimsonite Games,1528220,56094.0,100.0,234,1.71
Honeymoon : Mystery Journey,2024-04-04,6849,9.99,56018.0,1.6,86,Indie,"Mango Party,Mango Party News",Gentleman.LTD,2483970,4214598.0,1.33,158,6.24
Hauntii,2024-05-23,3825,19.99,55934.0,6.0,90,Indie,Firestoke,Moonloop Games,2060790,85036.0,65.78,109,3.33
Arranger: A Role-Puzzling Adventure,2024-07-25,3400,19.99,55837.0,4.0,95,Indie,Furniture & Mattress LLC,Furniture & Mattress LLC,2596420,55837.0,100.0,46,5.0
Secrets of the Heartbeat,2024-06-07,13018,9.99,55727.0,2.6,89,Indie,RainbowGame,RainbowGame,2774190,55727.0,100.0,94,3.84
"Kingdom, Dungeon, and Hero",2024-07-01,2158,29.99,55543.0,13.4,84,Indie,Kraken Studios,Kraken Studios,2572400,55543.0,100.0,70,2.24
ReRoad,2024-06-26,4185,14.99,55440.0,5.1,78,Indie,Rabbithole Games,Rabbithole Games,1304130,55440.0,100.0,75,2.94
Petit Game Collection vol.1,2024-01-19,11241,7.99,55429.0,3.0,0,Indie,WSS playground,WSS playground,2757490,55429.0,100.0,234,2.66
Nie No Hakoniwa - Dollhouse of Offerings,2024-02-15,2185,29.99,55324.0,9.8,78,Indie,Sekai Project,Chatte Noire,2527450,55324.0,100.0,207,3.06
Mimic Logic,2024-02-22,15387,3.99,55254.0,9.8,99,Indie,Nihohe Soft,Nihohe Soft,2455920,55254.0,100.0,200,0.41
Body Pay,2024-04-19,8417,7.99,55093.0,1.4,77,Indie,Cheese Burger Studio,Cheese Burger Studio,2909170,55093.0,100.0,143,5.71
COLLEGE SEX FEST 2024,2024-05-02,6723,12.99,54904.0,2.0,62,Indie,Inturo Games Inc.,Inturo Games Inc.,2842860,54904.0,100.0,130,6.5
Human Farm - Practice Section,2024-03-08,10095,6.99,54805.0,2.1,86,Indie,072 Project,とっくり海月,2516590,2224410.0,2.46,185,3.33
YUME 4,2024-01-12,18572,4.99,54457.0,1.2,78,Indie,Lovely Games,,2602730,134908.0,40.37,241,4.16
PERFECT CELLS PROJECT,2024-07-31,6494,9.99,54356.0,2.0,81,Indie,Playmeow,ShinshiMoustache,2688650,426721.0,12.74,40,5.0
Sex Euphoria 💖,2024-02-03,8232,9.99,54348.0,1.6,74,Indie,Romantic Room,Romantic Room,2740180,212015.0,25.63,219,6.24
Feed the Deep,2024-08-16,9909,6.99,54316.0,3.4,94,Indie,Luke Muscat,Luke Muscat,2332260,54316.0,100.0,24,2.06
Lifecraft,2024-04-16,2832,22.99,54293.0,9.2,83,Indie,Pixbits,Pixbits,1839930,54293.0,100.0,146,2.5
Valiant Hearts: Coming Home,2024-05-24,4242,14.99,54185.0,2.0,66,AAA,Ubisoft,"Ubisoft Da Nang,Ubisoft Montpellier",2741360,6454138.0,0.84,108,7.5
RKGK / Rakugaki,2024-05-22,3298,19.99,54015.0,3.5,77,Indie,Wabisabi Games,Wabisabi Games,2146570,54015.0,100.0,110,5.71
Chill Town,2024-03-22,4474,14.99,53847.0,8.5,72,Indie,Low-Hi Tech,Low-Hi Tech,1940200,53847.0,100.0,171,1.76
Werewolf: The Apocalypse — The Book of Hungry Names,2024-04-25,3708,19.99,53836.0,20.2,89,Indie,Choice of Games,Choice of Games,2402280,53836.0,100.0,137,0.99
"美女,应接不暇",2024-05-14,8294,9.99,53711.0,4.9,89,Indie,筠悦游戏,筠悦游戏,2753730,53711.0,100.0,118,2.04
Heroes of Eternal Quest,2024-01-23,5554,11.99,53606.0,5.2,79,Indie,Surefire.Games,Drakkar Game Studio,2234200,83449.0,64.24,230,2.31
Coin Pusher Casino,2024-02-29,5712,12.45,53577.0,20.6,90,Indie,TreeNutsGames,TreeNutsGames,2178590,53577.0,100.0,193,0.6
Lunar's Chosen - Episode 1,2024-03-21,6065,11.99,53520.0,17.0,89,Indie,PTGames,PTGames,1695680,112910.0,47.4,172,0.71
Love Chase,2024-05-20,11298,5.99,53201.0,5.8,88,Indie,Topgame,Topgame,2812850,53201.0,100.0,112,1.03
Ocean Keeper: Dome Survival,2024-07-18,8573,7.99,53194.0,3.4,87,Indie,RetroStyle Games,RetroStyle Games,2845630,53194.0,100.0,53,2.35
Innocent Grape,2024-06-21,9419,6.99,53093.0,1.3,86,Indie,TopHouse Publishing,"TopHouse Studio,Abel Games",2924050,714810.0,7.43,80,5.38
The Land Beneath Us,2024-05-13,4863,14.99,53038.0,7.2,83,Indie,"Dear Villagers,Gamera Games",FairPlay Studios Co. Ltd,2131010,53038.0,100.0,119,2.08
KUNKUN Defender,2024-05-02,24898,2.99,52877.0,2.5,98,Indie,Seal,Seal,2902540,52877.0,100.0,130,1.2
Sex Magic 🔮,2024-02-24,8640,9.99,52803.0,1.5,74,Indie,Lust Desires 🖤,Lust Desires 🖤,2800520,411035.0,12.85,198,6.66
My Horse: Bonded Spirits,2024-06-19,3457,19.99,52635.0,3.1,57,Indie,"Games Incubator,PlayWay S.A.",Games Incubator,2376970,328912.0,16.0,82,6.45
Suzukuri Dungeon: Karin in the Mountain,2024-08-20,2908,24.99,52578.0,7.9,80,Indie,Shiravune,Karin Project,1552140,811767.0,6.48,20,3.16
BAKERU,2024-09-03,1611,39.99,52181.0,3.1,97,AA,"Spike Chunsoft Co., Ltd.","Good-Feel Co., Ltd.",2969380,644677.0,8.09,6,12.9
Cricket Captain 2024,2024-06-06,1932,29.99,52146.0,34.6,71,Indie,Childish Things Ltd,Childish Things Ltd,2900670,52146.0,100.0,95,0.87
The Last Alchemist,2024-07-12,3193,19.99,51994.0,5.5,82,Indie,Marvelous Europe,Vile Monarch,1536570,51994.0,100.0,59,3.63
Single By Choice,2024-06-23,7910,7.99,51747.0,2.3,93,Indie,"LewdLoco,AIROTS","AIROTS,非魚創意",2812180,51747.0,100.0,78,3.47
Demonsomnia,2024-08-13,4813,13.99,51562.0,1.3,32,Indie,Woziva,Woziva,2506820,51562.0,100.0,27,10.76
Sophia the Traveler,2024-04-11,7069,8.99,51514.0,2.2,90,Indie,Thermite Games,Memo Gogo,1602540,790805.0,6.51,151,4.09
Thought Experiment Simulator,2024-07-22,12613,4.99,51396.0,1.4,86,AA,Gamera Games,HoHo Game Studio,2696320,4688499.219972389,1.1,49,3.56
Hotel Business Simulator,2024-06-04,5597,12.99,51368.0,8.1,50,Indie,Midnight Games,Geekon,2738870,123714.0,41.52,97,1.6
We Are Lost,2024-02-20,8863,9.99,51305.0,2.2,72,Indie,MaDDoG,MaDDoG,2431690,51305.0,100.0,202,4.54
Fate and Life: The Mystery of Vaulinhorn,2024-04-05,5595,11.99,51279.0,4.6,80,Indie,Celestial Novel,Celestial Novel,2549200,51279.0,100.0,157,2.61
California Swingers Club - Season 1: Sea Swap,2024-03-13,7135,9.99,51169.0,1.3,59,Indie,Swingers Club,Swingers Club,2804310,51169.0,100.0,180,7.68
Pixel Art Academy: Learn Mode,2024-08-05,5114,12.0,51096.0,3.4,97,Indie,Retronator,Matej 'Retro' Jan,2330360,51096.0,100.0,35,3.53
My Shameless StepMom,2024-05-18,9167,9.99,51051.0,1.5,71,Indie,Lust Desires 🖤,Lust Desires 🖤,2889290,411035.0,12.42,114,6.66
Between Horizons,2024-03-25,4113,15.99,50813.0,4.5,92,Indie,Assemble Entertainment,DigiTales Interactive,1921980,394565.0,12.88,168,3.55
Colonize,2024-02-15,3988,15.99,50645.0,6.1,45,Indie,CreativeForge Games,Rembrosoft,1573590,50645.0,100.0,207,2.62
The Crimson Diamond,2024-08-15,3957,14.99,50297.0,6.8,99,Indie,Julia Minamata,Julia Minamata,1098770,50297.0,100.0,25,2.2
Inverted Angel,2024-07-05,9298,6.99,50253.0,5.3,90,Indie,SCIKA,SCIKA,2894960,50253.0,100.0,66,1.32
Regency Solitaire II,2024-02-22,4177,14.99,50242.0,8.4,98,Indie,Grey Alien Games,Grey Alien Games,2137470,50242.0,100.0,200,1.78
南栀 Unwavering love,2024-02-28,9559,8.99,50240.0,5.1,0,Indie,白露社,白露社,2712580,50240.0,100.0,194,1.76
My MILF Stepmom 2: Family Party💋,2024-04-04,8883,6.99,50102.0,1.9,80,Indie,DuaWolf Studio,DuaWolf,2694600,50102.0,100.0,158,3.68
Xanadu Land,2024-01-17,26815,0.0,49957.0,14.0,82,Indie,whiteisle Studio,whiteisle Studio,2258890,49957.0,100.0,236,0.0
PC Tycoon 2,2024-03-28,7036,7.99,49651.0,7.0,80,Indie,Insignis Games,Insignis Games,2832320,78966.0,62.88,165,1.14
Creepy Tale: Some Other Place,2024-05-30,6347,9.99,49590.0,2.8,0,Indie,Creepy Brothers,Creepy Brothers,2476100,49590.0,100.0,102,3.57
混沌战域,2024-05-09,19862,0.0,49428.0,6.1,75,Indie,XQ-game,XQ-game,2936360,49428.0,100.0,123,0.0
Redemption of Li Wei,2024-04-11,9601,6.99,49239.0,1.0,54,Indie,救赎,"救赎,Avator",2873820,49239.0,100.0,151,6.99
Mika and The Witch's Mountain,2024-08-21,3038,19.99,49191.0,3.4,96,Indie,Chibig,"Chibig,Nukefist",1819460,49191.0,100.0,19,5.88
Wantless : Solace at World’s End,2024-05-16,4026,17.99,49173.0,22.3,92,Indie,Twin Sails Interactive,Drop Rate Studio,1807090,913761.0,5.38,116,0.81
Dragon Eclipse,2024-06-24,4688,12.99,49153.0,4.0,77,Indie,Awaken Realms,Fardust,2626860,49153.0,100.0,77,3.25
BATTLE CRUSH,2024-06-26,62503,0.0,49147.0,16.6,49,Indie,NCSOFT Corporation,NCSOFT Corporation,2287920,49147.0,100.0,75,0.0
Hilda and the tower of Lust,2024-04-19,4014,15.99,49054.0,1.8,83,Indie,072 Project,キラ☆タマ,2551290,2224410.0,2.21,143,8.88
Director Simulator,2024-07-26,5036,12.99,49036.0,6.5,0,Indie,GOLDEN AGE,GOLDEN AGE,2803060,49036.0,100.0,45,2.0
Plane Accident,2024-02-20,5489,11.99,49026.0,1.9,70,Indie,"Duality Games,HeartBeat Games","White Pig Games,Spirit Games Studio",1682340,49026.0,100.0,202,6.31
Geneforge 2 - Infestation,2024-03-27,3048,19.99,49010.0,24.3,99,Indie,Spiderweb Software,Spiderweb Software,2480560,49010.0,100.0,166,0.82
"Ready, Steady, Ship!",2024-04-19,4620,14.99,48929.0,3.1,76,Indie,"Untold Tales,Gamersky Games",Jollybits Games,2225610,115251.0,42.45,143,4.84
The Fancy Pants Adventures: Classic Pack,2024-02-18,6308,9.99,48853.0,2.7,94,Indie,2 Left Thumbs,Borne Games,1668460,104962.0,46.54,204,3.7
Chushpan Simulator,2024-02-01,47089,1.99,48823.0,1.3,84,Indie,Sebasa Games,Sebasa Games,2755330,48823.0,100.0,221,1.53
The Star Named EOS,2024-07-22,4088,14.99,48781.0,2.0,98,AA,PLAYISM,Silver Lining Studio,1619230,976274.0,5.0,49,7.5
Akimbot,2024-08-29,2972,19.99,48668.0,4.9,89,Indie,PLAION,Evil Raptor,1843540,1555378.0,3.13,11,4.08
Sex College 🔞,2024-03-23,6811,9.99,48572.0,4.7,75,Indie,Lust Desires 🖤,Lust Desires 🖤,2820590,411035.0,11.82,170,2.13
Hero Emblems II,2024-08-05,4958,11.99,48495.0,11.2,57,Indie,HeatPot Games,HeatPot Games,2417940,48495.0,100.0,35,1.07
Island of Penance,2024-04-12,5107,12.99,48490.0,2.7,58,Indie,Kagura Games,ONEONE1,1287130,8701350.0,0.56,150,4.81
ダンジョンアーティファクト,2024-04-03,6339,9.99,48382.0,10.6,95,Indie,ExertionGame,いとこん,2144220,48382.0,100.0,159,0.94
RUMBLE BLAZING,2024-08-02,2468,24.99,48303.0,2.5,74,Indie,Nekonomeme,Nekonomeme,2827610,48303.0,100.0,38,10.0
CATO: Buttered Cat,2024-09-05,5423,10.99,48270.0,2.4,99,Indie,GCORES PUBLISHING,Team Woll,1999520,48270.0,100.0,4,4.58
Prisoners,2024-08-15,15169,4.99,48107.0,4.4,81,Indie,Brave Cat Games,Brave Cat Games,2725200,48107.0,100.0,25,1.13
Only Up !,2024-03-04,7742,6.99,47875.0,1.3,24,Indie,WGI GAMING,WGI GAMING,2842590,47875.0,100.0,189,5.38
Pixel Noir,2024-02-08,3129,24.99,47871.0,8.5,67,Hobbyist,,SWDTech Games,754320,,,214,2.94
Time to Morp,2024-03-07,3073,19.99,47790.0,6.8,86,Indie,Yogscast Games,Team HalfBeard,977510,1082039.0,4.42,186,2.94
Ad Fundum,2024-06-13,8182,6.99,47737.0,7.3,96,Indie,Oldbut Gold,Oldbut Gold,2647820,47737.0,100.0,88,0.96
Angel Tear: Goddess Betrayed,2024-07-19,3242,19.99,47476.0,3.1,89,Indie,Kagura Games,SYRUP many milk,2420640,8701350.0,0.55,52,6.45
AMANATSU ~Perfect Edition~,2024-05-16,3238,19.99,47037.0,12.4,97,Indie,Shiravune,AZARASHI SOFTWARE,2825300,811767.0,5.79,116,1.61
Sex Faculty🔞,2024-03-09,7182,9.99,46668.0,1.9,76,Indie,BanzaiProject,BanzaiProject,2834180,193027.0,24.18,184,5.26
Terra Randoma,2024-05-23,4392,14.99,46626.0,17.7,90,Indie,Deniz K.,Deniz K.,1120400,46626.0,100.0,109,0.85
City Lights Love Bites Season 0 [Pilot Season],2024-07-12,27901,2.0,46602.0,0.9,92,Indie,NaughtyOba,NaughtyOba,3011560,46602.0,100.0,59,2.22
KALPA: Cosmic Symphony,2024-08-15,2583,19.99,46470.0,2.2,88,Indie,"QueseraGames Co., Ltd.","QueseraGames Co., Ltd.",2717010,46470.0,100.0,25,9.09
Perfect Round Disc Golf,2024-03-07,3116,19.99,46195.0,13.0,85,Indie,Tree Branch Games,Tree Branch Games,1029570,46195.0,100.0,186,1.54
Morbid: The Lords of Ire,2024-05-17,2510,24.99,46151.0,7.0,70,Indie,Merge Games,Still Running,2171560,46151.0,100.0,115,3.57
Intergalactic Ecstasy,2024-01-26,3132,17.99,46101.0,2.6,79,Indie,HFTGames,HFTGames,2706390,46101.0,100.0,227,6.92
Time Survivors,2024-01-15,12782,4.99,46036.0,4.5,0,Indie,Lunar Chili,Lunar Chili,2211390,46036.0,100.0,238,1.11
Seal: WHAT the FUN,2024-05-03,4629,14.99,45723.0,41.2,92,Indie,PLAYWITH KOREA Inc.,PLAYWITH GAMES Inc.,2347910,45723.0,100.0,129,0.36
Lost:Antinomy,2024-03-24,22208,2.99,45518.0,5.6,93,Indie,IMaiIna,IMaiIna,2521180,45518.0,100.0,169,0.53
"Rolling Hills: Make Sushi, Make Friends",2024-06-04,3510,14.99,45463.0,5.8,90,AA,Humble Games,"Catch & Release, LLC",1235100,481545.0,9.44,97,2.58
CLeM,2024-02-06,3701,15.99,45414.0,3.5,92,Indie,Iceberg Interactive,Mango Protocol,1861440,188859.0,24.05,216,4.57
Dungeon Dreams 2,2024-02-08,2784,19.99,45410.0,43.5,93,Indie,DDreams Games,DDreams Games,1843470,45410.0,100.0,214,0.46
Dreamlike Love with Seira,2024-08-23,7884,6.99,45337.0,2.3,98,Indie,JAST,るび様崇める会,2986260,263406.0,17.21,17,3.04
Rocking Legend,2024-06-17,2552,24.99,45198.0,3.1,77,Indie,Domuro Soft,Domuro Soft,1260800,45198.0,100.0,84,8.06
